equipment_type,manufacturer,condition,age_years,operating_hours,original_value,listing_price,location,seller_type,has_maintenance_records,has_warranty,photos_count,description_length,listing_month,price_to_original_ratio,hours_per_year,time_to_sale_days
Bulldozer,Generic,Fair,6.6,8951,469408,167729,Queensland,Equipment Dealer,False,True,8,235,3,0.357,1366,10.6
Dump Truck,Generic,Fair,1.9,4589,328567,156690,Alberta Canada,Mining Company,True,True,7,262,11,0.477,2403,23.6
Bulldozer,Komatsu,Good,17.1,30491,651589,122291,Chile,Equipment Dealer,True,True,12,167,3,0.188,1783,11.0
Dump Truck,Komatsu,Good,15.1,50809,370921,81352,Queensland,Rental Company,True,False,7,202,1,0.219,3373,17.6
Dump Truck,JCB,Fair,4.9,10393,431713,170580,Nevada USA,Mining Company,True,False,10,200,8,0.395,2120,23.1
Excavator,Caterpillar,Good,1.9,3086,553731,330803,Nevada USA,Equipment Dealer,True,False,11,115,3,0.597,1658,21.9
Dump Truck,Caterpillar,Good,25.0,81924,445015,38050,Queensland,Equipment Dealer,True,False,4,201,2,0.086,3277,12.3
Excavator,Caterpillar,Fair,3.2,6693,603119,281888,Western Australia,Mining Company,True,True,11,305,4,0.467,2105,21.2
Wheel Loader,Caterpillar,Good,9.8,22005,430877,137712,South Africa,Rental Company,True,False,15,191,5,0.32,2248,15.7
Excavator,Volvo,Good,25.0,62253,484528,41306,Alberta Canada,Mining Company,True,False,9,254,1,0.085,2490,7.0
Excavator,Caterpillar,Needs Repair,8.6,16671,481891,98877,South Africa,Equipment Dealer,True,True,6,167,8,0.205,1929,16.3
Excavator,Komatsu,Fair,5.1,9633,511089,210960,South Africa,Mining Company,True,False,14,231,1,0.413,1898,22.7
Crusher,Volvo,Good,5.9,18560,981526,492038,Queensland,Rental Company,False,False,9,176,2,0.501,3143,62.9
Dump Truck,JCB,Good,3.1,10093,396376,232168,Nevada USA,Mining Company,True,True,11,143,6,0.586,3271,22.5
Crusher,JCB,Excellent,22.0,107469,621784,97709,New South Wales,Equipment Dealer,False,False,5,174,3,0.157,4880,15.3
Dump Truck,Caterpillar,Fair,16.4,55328,405572,66093,South Africa,Construction Company,True,False,7,93,6,0.163,3379,18.2
Bulldozer,Volvo,Needs Repair,25.0,45247,456882,21975,South Africa,Rental Company,False,True,5,165,6,0.048,1810,20.7
Conveyor System,JCB,Excellent,4.9,32389,1022081,569981,Alberta Canada,Equipment Dealer,True,True,11,153,7,0.558,6676,11.6
Dump Truck,Caterpillar,Needs Repair,10.8,25871,409762,63702,Nevada USA,Construction Company,False,False,11,202,1,0.155,2403,42.2
Crusher,JCB,Good,6.9,25823,753707,317998,New South Wales,Mining Company,False,False,9,180,5,0.422,3727,41.7
Dump Truck,Liebherr,Good,7.7,18996,385839,146685,South Africa,Equipment Dealer,True,False,12,213,7,0.38,2460,23.5
Excavator,Komatsu,Excellent,5.0,8924,495036,293096,Alberta Canada,Rental Company,True,False,7,254,4,0.592,1787,27.7
Bulldozer,Komatsu,Good,2.5,4889,671667,435703,Western Australia,Equipment Dealer,False,False,9,165,12,0.649,1938,33.7
Crusher,Liebherr,Good,3.8,19628,722603,433198,Nevada USA,Mining Company,True,True,5,219,8,0.599,5142,34.9
Conveyor System,Liebherr,Good,19.7,147910,1398955,216090,Nevada USA,Construction Company,False,True,5,209,1,0.154,7510,26.8
Dump Truck,JCB,Good,15.0,41084,317062,73926,Alberta Canada,Rental Company,True,False,10,276,8,0.233,2737,19.2
Conveyor System,Volvo,Good,25.0,191263,1048088,88370,Chile,Rental Company,True,False,6,215,11,0.084,7651,27.1
Excavator,Komatsu,Good,11.7,29034,602192,174111,Chile,Mining Company,True,True,7,217,10,0.289,2486,12.9
Excavator,Komatsu,Excellent,4.7,11101,498180,318657,Chile,Equipment Dealer,True,False,12,201,7,0.64,2343,13.5
Excavator,Hitachi,Good,3.3,8464,480294,251041,Alberta Canada,Mining Company,False,False,8,272,6,0.523,2594,28.2
Excavator,Caterpillar,Fair,12.5,26142,535839,106967,Western Australia,Mining Company,True,False,4,138,9,0.2,2085,20.4
Dump Truck,Hitachi,Needs Repair,22.6,69747,357932,21405,South Africa,Rental Company,True,False,10,162,7,0.06,3082,33.7
Dump Truck,JCB,Good,20.0,52166,376083,49123,Chile,Rental Company,False,True,13,238,6,0.131,2603,10.3
Excavator,Komatsu,Excellent,11.6,18309,573931,185205,Western Australia,Mining Company,True,False,9,234,3,0.323,1582,14.2
Bulldozer,Generic,Fair,4.5,5848,453486,182242,Chile,Rental Company,True,True,8,217,2,0.402,1300,16.4
Bulldozer,Liebherr,Needs Repair,5.3,9012,495094,130284,Nevada USA,Mining Company,True,True,8,179,2,0.263,1715,22.5
Excavator,Volvo,Good,9.5,21448,430501,136548,Alberta Canada,Equipment Dealer,True,False,9,232,7,0.317,2248,17.0
Excavator,Volvo,Good,5.3,8181,390122,205598,South Africa,Equipment Dealer,True,True,8,163,5,0.527,1536,19.9
Wheel Loader,Caterpillar,Fair,3.3,5463,353510,160770,South Africa,Mining Company,True,True,7,200,5,0.455,1664,26.9
Conveyor System,Komatsu,Excellent,6.2,28412,1601739,803428,New South Wales,Equipment Dealer,False,False,11,172,1,0.502,4617,35.5
Excavator,Volvo,Excellent,4.5,7622,521694,291060,Chile,Equipment Dealer,True,True,4,158,3,0.558,1702,13.8
Crusher,Generic,Good,5.9,24871,594461,278153,South Africa,Mining Company,False,False,12,149,8,0.468,4196,19.8
Excavator,Caterpillar,Fair,4.4,10210,575289,229949,Queensland,Mining Company,True,False,5,232,7,0.4,2328,13.3
Dump Truck,Caterpillar,Fair,2.1,7483,452376,247464,Alberta Canada,Construction Company,True,True,15,198,9,0.547,3644,19.4
Excavator,Komatsu,Needs Repair,24.7,36971,532608,26231,Nevada USA,Mining Company,False,True,10,238,2,0.049,1499,17.8
Wheel Loader,Caterpillar,Excellent,6.2,10161,403883,222822,Western Australia,Construction Company,True,False,10,127,8,0.552,1638,19.8
Dump Truck,Caterpillar,Fair,25.0,93042,410920,32318,Western Australia,Mining Company,True,False,8,194,10,0.079,3722,13.5
Wheel Loader,Hitachi,Needs Repair,2.1,3726,261432,83332,Nevada USA,Rental Company,True,False,14,266,6,0.319,1746,33.0
Dump Truck,Komatsu,Good,2.3,5036,405847,249921,Nevada USA,Rental Company,True,True,9,233,7,0.616,2223,29.6
Bulldozer,Liebherr,Needs Repair,5.1,9452,544335,143844,Western Australia,Rental Company,True,False,14,250,2,0.264,1860,30.0
Crusher,Caterpillar,Needs Repair,3.2,12355,776723,240549,New South Wales,Rental Company,True,False,10,302,6,0.31,3875,46.5
Bulldozer,Komatsu,Needs Repair,9.0,13675,502959,86446,New South Wales,Mining Company,True,False,10,246,2,0.172,1524,43.9
Conveyor System,Caterpillar,Good,12.4,95699,1182494,342328,New South Wales,Equipment Dealer,True,True,9,145,2,0.289,7693,16.7
Excavator,Komatsu,Needs Repair,2.4,4207,598503,200162,South Africa,Mining Company,False,True,10,226,4,0.334,1720,51.9
Dump Truck,Hitachi,Excellent,17.1,58058,371831,87491,Queensland,Mining Company,True,False,11,143,5,0.235,3402,14.3
Wheel Loader,Liebherr,Good,5.8,10535,352059,170134,Nevada USA,Equipment Dealer,False,True,10,182,6,0.483,1820,15.1
Dump Truck,JCB,Good,5.4,11829,375298,182977,New South Wales,Mining Company,False,False,9,156,10,0.488,2187,21.2
Wheel Loader,Caterpillar,Good,9.5,26780,311047,109058,Chile,Mining Company,True,False,9,145,12,0.351,2809,13.7
Excavator,Hitachi,Good,1.4,2656,539963,383962,South Africa,Mining Company,True,False,7,154,9,0.711,1942,45.7
Wheel Loader,Volvo,Needs Repair,5.0,8629,282502,81161,Western Australia,Equipment Dealer,False,False,10,192,12,0.287,1721,46.0
Conveyor System,JCB,Good,18.3,106363,1036602,174435,Nevada USA,Rental Company,False,True,10,297,8,0.168,5826,16.8
Excavator,Hitachi,Fair,7.6,18469,534462,187709,Western Australia,Mining Company,True,False,12,265,11,0.351,2443,23.3
Bulldozer,Komatsu,Needs Repair,2.1,2714,511255,159857,South Africa,Mining Company,True,True,13,219,4,0.313,1270,39.4
Bulldozer,Komatsu,Excellent,5.3,8398,505244,312130,Western Australia,Rental Company,False,False,6,236,10,0.618,1595,41.0
Excavator,JCB,Good,4.2,6711,500475,279033,Queensland,Mining Company,True,True,6,123,12,0.558,1613,14.8
Conveyor System,Caterpillar,Excellent,8.1,46492,1590732,730323,Queensland,Rental Company,True,False,10,179,1,0.459,5712,19.7
Wheel Loader,Caterpillar,Excellent,5.6,14694,419809,259333,Queensland,Equipment Dealer,False,False,8,286,1,0.618,2624,24.9
Crusher,Caterpillar,Fair,5.9,16741,1015059,385671,Alberta Canada,Mining Company,False,True,6,181,1,0.38,2839,23.6
Dump Truck,Hitachi,Good,13.4,45143,433948,95645,Nevada USA,Mining Company,False,False,9,215,9,0.22,3358,12.9
Bulldozer,JCB,Good,6.9,12308,472223,183806,Western Australia,Construction Company,True,True,8,222,7,0.389,1786,19.8
Excavator,Komatsu,Fair,2.4,5621,426462,194188,Alberta Canada,Equipment Dealer,True,True,6,237,2,0.455,2306,26.1
Wheel Loader,Caterpillar,Fair,12.1,27604,325028,78022,Western Australia,Equipment Dealer,True,False,7,244,10,0.24,2281,11.2
Dump Truck,Hitachi,Good,9.8,26446,309500,94474,New South Wales,Equipment Dealer,True,False,6,303,8,0.305,2687,11.5
Bulldozer,Komatsu,Fair,19.7,45660,713105,90629,Chile,Mining Company,False,True,8,225,3,0.127,2316,22.8
Bulldozer,JCB,Fair,1.2,2542,521293,262649,Western Australia,Mining Company,True,False,5,220,11,0.504,2151,49.5
Bulldozer,Liebherr,Fair,5.9,8324,492003,188963,Western Australia,Mining Company,False,False,12,71,12,0.384,1418,20.7
Conveyor System,Caterpillar,Fair,5.9,28026,1195321,435501,Queensland,Rental Company,True,False,7,219,10,0.364,4721,37.4
Dump Truck,Volvo,Fair,2.8,6612,334000,165448,New South Wales,Mining Company,True,False,11,226,12,0.495,2385,31.3
Conveyor System,Caterpillar,Good,11.7,59767,1380183,392533,Queensland,Equipment Dealer,True,False,8,100,12,0.284,5093,18.5
Crusher,Caterpillar,Good,11.6,53917,1091947,335429,Alberta Canada,Mining Company,True,False,9,238,9,0.307,4668,24.5
Excavator,Volvo,Good,23.0,52390,471433,55291,Western Australia,Rental Company,True,False,9,198,10,0.117,2279,12.7
Crusher,Caterpillar,Good,1.6,7742,902489,601628,Western Australia,Construction Company,True,False,6,233,12,0.667,4812,79.0
Excavator,JCB,Fair,25.0,54304,480005,36619,Alberta Canada,Equipment Dealer,True,False,4,196,6,0.076,2172,13.8
Conveyor System,Volvo,Fair,4.1,30216,1461752,569011,New South Wales,Mining Company,True,False,15,276,6,0.389,7319,48.2
Crusher,Generic,Good,8.7,31183,625507,205047,Chile,Mining Company,True,True,9,119,1,0.328,3577,16.0
Crusher,Caterpillar,Good,10.0,49632,914695,286370,Queensland,Mining Company,True,False,3,114,10,0.313,4953,31.2
Conveyor System,Hitachi,Fair,23.4,166112,1430570,127578,Queensland,Rental Company,False,False,9,193,7,0.089,7086,28.2
Dump Truck,Liebherr,Fair,4.5,14848,392992,166233,Alberta Canada,Equipment Dealer,False,False,3,211,10,0.423,3278,21.9
Crusher,Caterpillar,Fair,6.3,18760,831530,317986,Western Australia,Mining Company,True,False,14,137,6,0.382,2973,22.7
Bulldozer,Caterpillar,Excellent,8.7,11794,710164,285083,Chile,Equipment Dealer,True,True,11,238,3,0.401,1356,15.1
Excavator,Hitachi,Good,25.0,54124,387305,35963,Chile,Mining Company,False,False,16,272,5,0.093,2165,11.8
Dump Truck,Liebherr,Good,10.2,35589,365694,126845,Western Australia,Rental Company,True,True,14,225,4,0.347,3484,22.5
Bulldozer,Caterpillar,Good,3.0,6192,549900,326115,New South Wales,Rental Company,False,True,11,118,1,0.593,2089,26.3
Dump Truck,Caterpillar,Good,5.7,17316,371203,157191,Alberta Canada,Construction Company,False,False,13,193,10,0.423,3018,13.9
Excavator,Komatsu,Good,4.7,6717,447244,222555,Queensland,Mining Company,True,False,9,210,2,0.498,1438,17.8
Dump Truck,JCB,Fair,4.4,16638,370826,141476,Alberta Canada,Equipment Dealer,False,True,8,229,8,0.382,3818,19.5
Dump Truck,Caterpillar,Good,9.6,30308,538886,174470,Queensland,Mining Company,True,False,3,202,8,0.324,3163,15.3
Excavator,Caterpillar,Good,6.2,11110,552921,239005,Queensland,Rental Company,True,True,6,287,9,0.432,1784,17.6
Wheel Loader,Caterpillar,Fair,25.0,65935,331778,24858,New South Wales,Mining Company,False,False,4,185,10,0.075,2637,16.1
Crusher,Generic,Fair,4.4,19826,648684,285161,Nevada USA,Rental Company,True,True,9,284,2,0.44,4507,45.6
Wheel Loader,Komatsu,Fair,7.1,15094,366238,128472,South Africa,Mining Company,True,False,15,137,6,0.351,2127,20.7
Excavator,JCB,Fair,3.8,5671,446552,193470,Nevada USA,Mining Company,False,False,8,210,1,0.433,1500,29.6
Crusher,Caterpillar,Fair,2.2,10575,970269,515354,South Africa,Rental Company,False,False,7,229,11,0.531,4770,47.0
Crusher,Caterpillar,Excellent,11.7,53945,1000424,354852,Western Australia,Equipment Dealer,True,True,12,231,3,0.355,4608,12.5
Wheel Loader,Hitachi,Good,7.4,19987,319114,125286,Chile,Equipment Dealer,False,True,9,229,1,0.393,2701,12.9
Crusher,JCB,Good,17.3,75009,628907,101027,Alberta Canada,Equipment Dealer,True,True,8,246,2,0.161,4336,13.4
Excavator,JCB,Good,19.4,31895,502067,77341,South Africa,Rental Company,True,False,9,167,8,0.154,1642,9.1
Bulldozer,Komatsu,Good,12.2,23850,527826,151230,Western Australia,Equipment Dealer,True,False,11,242,3,0.287,1951,11.9
Dump Truck,Caterpillar,Fair,6.8,23833,468822,154526,Western Australia,Construction Company,False,True,9,222,7,0.33,3493,19.6
Conveyor System,Komatsu,Good,10.0,49381,1585145,509492,New South Wales,Equipment Dealer,True,False,5,135,11,0.321,4944,25.4
Crusher,JCB,Good,5.4,16338,866542,411988,Chile,Rental Company,False,True,13,134,4,0.475,3047,21.9
Excavator,Caterpillar,Needs Repair,19.3,37561,497689,38183,South Africa,Equipment Dealer,False,True,9,229,9,0.077,1944,11.3
Crusher,Hitachi,Fair,19.2,88424,840601,99029,Alberta Canada,Mining Company,True,False,8,278,7,0.118,4607,22.3
Crusher,Caterpillar,Good,1.2,5076,935356,605044,Queensland,Rental Company,True,False,7,140,2,0.647,4298,51.7
Dump Truck,Liebherr,Good,2.0,5741,334722,224321,Alberta Canada,Mining Company,True,False,9,168,5,0.67,2930,41.7
Excavator,JCB,Excellent,1.8,4243,437243,331819,Western Australia,Rental Company,True,True,8,154,11,0.759,2380,16.4
Dump Truck,Komatsu,Excellent,5.1,15648,366547,217398,Queensland,Mining Company,True,True,7,155,1,0.593,3098,21.0
Dump Truck,Komatsu,Good,11.2,33297,402809,121197,New South Wales,Mining Company,True,False,9,223,3,0.301,2967,13.0
Dump Truck,JCB,Good,3.3,7278,302840,175311,Queensland,Mining Company,True,False,4,159,11,0.579,2201,32.1
Conveyor System,JCB,Excellent,25.0,109606,1334082,150717,Chile,Mining Company,True,False,9,146,9,0.113,4384,11.6
Crusher,Volvo,Excellent,7.8,36043,988412,468929,Chile,Mining Company,True,False,8,165,3,0.474,4593,22.8
Bulldozer,Caterpillar,Fair,14.4,22504,512728,92631,Chile,Mining Company,False,True,7,140,12,0.181,1559,20.6
Excavator,Caterpillar,Excellent,12.6,27310,465891,145830,Nevada USA,Construction Company,True,False,5,253,2,0.313,2167,8.0
Wheel Loader,JCB,Good,8.3,18447,342601,121836,Alberta Canada,Mining Company,True,False,8,249,1,0.356,2219,18.8
Bulldozer,Generic,Good,15.6,32697,415709,84779,Alberta Canada,Equipment Dealer,False,False,13,133,1,0.204,2089,13.2
Excavator,Caterpillar,Fair,1.4,3121,631687,344513,South Africa,Equipment Dealer,False,False,7,259,7,0.545,2192,31.3
Bulldozer,Komatsu,Fair,6.6,9135,518096,193425,South Africa,Equipment Dealer,True,False,8,269,8,0.373,1381,20.8
Excavator,Generic,Good,8.2,20547,383588,144025,South Africa,Equipment Dealer,False,False,13,238,10,0.375,2491,16.8
Dump Truck,Volvo,Fair,10.4,29902,331063,91434,Chile,Mining Company,True,False,10,206,10,0.276,2874,14.5
Wheel Loader,Hitachi,Excellent,4.8,10546,325964,214252,Nevada USA,Mining Company,True,True,11,251,1,0.657,2203,11.9
Excavator,Hitachi,Excellent,6.1,15286,373982,197107,New South Wales,Rental Company,False,False,10,219,10,0.527,2525,19.5
Bulldozer,Caterpillar,Good,9.2,16466,593229,224828,Alberta Canada,Equipment Dealer,True,True,8,197,1,0.379,1795,26.5
Excavator,Volvo,Excellent,7.9,17785,455775,230129,Queensland,Equipment Dealer,True,False,9,214,9,0.505,2257,17.1
Wheel Loader,Caterpillar,Fair,2.1,6003,319717,167601,Queensland,Mining Company,True,False,11,193,12,0.524,2810,24.9
Excavator,Caterpillar,Excellent,17.9,30483,591777,114216,Nevada USA,Rental Company,False,False,9,274,2,0.193,1702,9.2
Excavator,JCB,Good,3.8,7494,388387,192784,Chile,Equipment Dealer,True,False,3,207,4,0.496,1976,13.0
Wheel Loader,Caterpillar,Excellent,3.2,7987,444295,317255,Alberta Canada,Mining Company,True,False,6,240,12,0.714,2477,37.5
Crusher,Komatsu,Good,4.3,16307,1038159,517701,Alberta Canada,Mining Company,True,True,9,181,8,0.499,3835,17.4
Wheel Loader,Caterpillar,Fair,12.1,19994,326032,68346,Nevada USA,Mining Company,True,True,8,164,3,0.21,1651,17.1
Excavator,JCB,Good,2.9,4450,473969,276864,Alberta Canada,Mining Company,True,False,6,268,11,0.584,1523,20.8
Bulldozer,Liebherr,Fair,3.4,5613,488703,239758,Chile,Mining Company,True,False,9,228,12,0.491,1655,41.6
Crusher,Liebherr,Good,23.8,101780,955250,90529,Alberta Canada,Construction Company,True,False,4,223,5,0.095,4281,21.9
Dump Truck,Hitachi,Excellent,1.8,6591,417261,295048,Western Australia,Mining Company,True,False,8,313,4,0.707,3724,31.0
Conveyor System,Hitachi,Needs Repair,25.0,144673,1194197,56812,South Africa,Rental Company,False,False,5,190,11,0.048,5787,55.1
Crusher,Caterpillar,Excellent,11.8,58287,831766,305354,Chile,Mining Company,True,True,8,242,10,0.367,4953,15.8
Dump Truck,Komatsu,Fair,11.4,24114,499356,126611,South Africa,Equipment Dealer,True,True,8,209,9,0.254,2106,16.4
Excavator,Hitachi,Good,5.3,13069,373491,195766,Western Australia,Mining Company,True,False,5,251,6,0.524,2480,17.5
Dump Truck,Caterpillar,Fair,7.5,21316,534008,171767,Alberta Canada,Equipment Dealer,True,True,5,176,1,0.322,2834,20.3
Dump Truck,Volvo,Excellent,2.1,6977,453819,322373,South Africa,Equipment Dealer,True,True,14,245,6,0.71,3323,12.3
Excavator,Hitachi,Excellent,15.4,26637,449263,109321,Alberta Canada,Mining Company,True,False,11,192,11,0.243,1730,14.2
Wheel Loader,JCB,Fair,11.4,29882,287180,61523,Chile,Mining Company,False,False,5,220,6,0.214,2628,12.2
Excavator,Komatsu,Fair,2.7,4432,468124,214745,Nevada USA,Mining Company,False,True,14,155,1,0.459,1619,18.9
Dump Truck,Caterpillar,Fair,1.2,3355,439520,227457,Alberta Canada,Mining Company,True,False,7,259,4,0.518,2866,29.0
Excavator,Hitachi,Fair,2.1,3053,443901,243987,Chile,Mining Company,True,True,11,163,5,0.55,1485,20.9
Excavator,Komatsu,Good,7.2,15979,424878,177447,Alberta Canada,Mining Company,True,False,6,196,8,0.418,2229,16.8
Excavator,Komatsu,Good,7.9,14518,461927,183645,Western Australia,Construction Company,True,False,8,235,4,0.398,1843,21.2
Bulldozer,Caterpillar,Fair,15.9,31803,711111,118617,Nevada USA,Construction Company,True,True,10,243,11,0.167,2001,21.0
Crusher,Caterpillar,Excellent,5.1,23817,1013001,629170,New South Wales,Mining Company,True,False,11,204,1,0.621,4665,37.0
Excavator,Hitachi,Good,1.9,2921,440274,259712,Queensland,Mining Company,True,False,8,201,1,0.59,1518,17.7
Excavator,Komatsu,Excellent,2.0,3597,555818,406393,South Africa,Mining Company,False,True,8,177,11,0.731,1814,19.1
Wheel Loader,Liebherr,Needs Repair,3.0,8213,378537,108879,Western Australia,Rental Company,True,True,13,291,11,0.288,2713,20.9
Dump Truck,JCB,Excellent,25.0,97267,401929,47330,Western Australia,Equipment Dealer,True,False,10,133,8,0.118,3891,7.0
Excavator,Volvo,Good,3.1,6312,522609,317720,South Africa,Construction Company,True,False,8,232,5,0.608,2069,11.6
Dump Truck,Komatsu,Good,2.0,5811,451112,304860,Chile,Equipment Dealer,True,False,4,257,2,0.676,2914,32.1
Crusher,Caterpillar,Good,1.4,4207,1024740,638844,South Africa,Rental Company,False,False,5,224,5,0.623,2922,71.0
Wheel Loader,Liebherr,Excellent,9.0,18639,416326,189864,Queensland,Mining Company,True,False,5,127,2,0.456,2077,18.8
Crusher,JCB,Good,5.3,26768,659367,289059,Chile,Mining Company,True,False,14,101,12,0.438,5077,24.0
Crusher,Volvo,Fair,2.3,9039,865930,405579,Queensland,Mining Company,True,False,11,217,2,0.468,3938,39.1
Bulldozer,Caterpillar,Fair,3.5,7803,515136,245272,Alberta Canada,Equipment Dealer,True,False,7,166,9,0.476,2234,20.4
Excavator,Hitachi,Good,2.2,3765,514439,329614,Chile,Mining Company,False,True,7,176,5,0.641,1719,24.9
Crusher,Caterpillar,Fair,20.0,76800,1123111,115270,Chile,Mining Company,False,True,12,169,8,0.103,3845,13.1
Excavator,Komatsu,Fair,15.7,22115,415479,62681,New South Wales,Mining Company,True,False,8,144,10,0.151,1411,10.2
Wheel Loader,Liebherr,Fair,25.0,70405,392755,29233,Nevada USA,Equipment Dealer,True,True,6,159,4,0.074,2816,16.2
